id,category,title,image,sha256,data_origin,historical,validation,note,origin_paths,scripts
BF-0011,genomes,结构变异 Circos 示意,docs/assets/gallery/domain-structural-variation.png,cd86c3af43b174c5de5745fe7f9e7ec2387f4ed7258eb1187b87bf335e8fdc8e,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/domain-structural-variation.png,biofigure/examples/gallery/generate_domain_gallery.R
BF-0012,genomes,共线性示意,docs/assets/gallery/domain-synteny.png,3ffa0e5372bcebc661cb2de20a3677156fea4e4b6437e33e01a2f8f8dc93cc78,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/domain-synteny.png,biofigure/examples/gallery/generate_domain_gallery.R
BF-0013,heatmaps,表达热图,docs/assets/gallery/template-heatmap.png,4371cea8532889139f0adf3cdd3c0c022a77a55ae3e2350c1b779a37f5c8b2a5,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-heatmap.png,biofigure/examples/gallery/generate_core_gallery.R
BF-0014,genomes,系统树与多轨注释,docs/assets/gallery/template-phylogeny-tracks.png,3f1af27c1e7581adcb4c64e129becaf619a97323c316897fc02d98ae10ea19ed,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-phylogeny-tracks.png | Project_001_生物科研绘图Skill/reproductions/2026-09-09/output/phylogeny.png,biofigure/examples/gallery/generate_advanced_gallery.R
BF-0015,radar,多指标雷达图,docs/assets/gallery/template-radar.png,61b14e9eaacbef209a298858f231245b0dddec7c7e6a4d7cfef8a36463a17ff1,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-radar.png | Project_001_生物科研绘图Skill/reproductions/2026-09-09/output/radar.png,biofigure/examples/gallery/generate_advanced_gallery.R
BF-0016,distributions,云雨图,docs/assets/gallery/template-raincloud.png,0db3e621c498ba8197aaba4ea260e4fe9958c8e116a61c2111c7fcb47647299a,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-raincloud.png | Project_001_生物科研绘图Skill/reproductions/2026-09-09/output/raincloud.png,biofigure/examples/gallery/generate_advanced_gallery.R
BF-0017,embeddings,单细胞标记基因气泡图,docs/assets/gallery/template-single-cell-dotplot.png,11f40a31126f508ec7447db5532fae8607570ca7150fce9d7a9b20fed3031ace,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-single-cell-dotplot.png,biofigure/examples/gallery/generate_core_gallery.R
BF-0018,differential,火山图,docs/assets/gallery/template-volcano.png,23afc221056b61d627e923fb516e843fb97301b74de1eb7edf4a683a8f51af66,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/gallery/template-volcano.png,biofigure/examples/gallery/generate_core_gallery.R
BF-0019,genomes,嵌套染色体与区间分布,docs/assets/genome-gallery/chromosome-distribution.png,ff0429822041b3bdaba1ac35dfb70c19b1577b598d7c1654593150d563520dd3,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/genome-gallery/chromosome-distribution.png | Project_001_生物科研绘图Skill/work/github-refresh/genome-run/results/figures/genome_distribution_independent.png | Project_017_基因组分布图验证/results/figures/genome_distribution_independent.png,biofigure/examples/genome-gallery/draw.R
BF-0020,clinical,β 森林图,docs/assets/reference-transfer/forest.png,7425296c5a816c29cbd9a7588325962ebee37310c263574157c3f7c3c9f1a227,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reference-transfer/forest.png | Project_001_生物科研绘图Skill/work/benchmark-v2/random-next-three/results/figures/forest.png | Project_001_生物科研绘图Skill/work/github-refresh/reproduction/results/figures/forest.png,biofigure/examples/reference-transfer/scripts/draw.R
BF-0021,heatmaps,突变能量热图,docs/assets/reference-transfer/mutation.png,9122bdc0b1f0b7d6544c86de2d24c41c912001ecfcb981f058ba714875d8cdfd,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reference-transfer/mutation.png | Project_001_生物科研绘图Skill/work/benchmark-v2/random-next-three/results/figures/mutation.png | Project_001_生物科研绘图Skill/work/github-refresh/reproduction/results/figures/mutation.png,biofigure/examples/reference-transfer/scripts/draw.R
BF-0022,composition,三元分组图,docs/assets/reproduction-gallery/figure_073_issue065_ternary_groups.png,34fea1827e9d4aa7a5b175a24c6b064702e5802f6a7c7e55d45a2c6ed6437070,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_073_issue065_ternary_groups.png | Project_015_BioFigure全量复现验证/results/figures/figure_073_issue065_ternary_groups.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0023,heatmaps,半圆多轨热图,docs/assets/reproduction-gallery/figure_076_issue067_circlize_rainbow_heatmap.png,bc2420ba754ec3cc3ef0f7d7a4eb41c08d8e8672fe319dd6467969747d45d5da,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_076_issue067_circlize_rainbow_heatmap.png | Project_015_BioFigure全量复现验证/results/figures/figure_076_issue067_circlize_rainbow_heatmap.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0024,heatmaps,临床注释热图,docs/assets/reproduction-gallery/figure_077_issue068_clinical_heatmap.png,78ee0f0c1f027b92a1788de7b2407062a677fb16434a5278e01cfea3272b8d12,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_077_issue068_clinical_heatmap.png | Project_015_BioFigure全量复现验证/results/figures/figure_077_issue068_clinical_heatmap.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0025,clinical,带注释泳道图,docs/assets/reproduction-gallery/figure_081_issue070_annotated_swimmer.png,109f027cd110ee8e64dadc83c4200ee1aa3bc095d4c2b404377d40b6a47812ac,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_081_issue070_annotated_swimmer.png | Project_015_BioFigure全量复现验证/results/figures/figure_081_issue070_annotated_swimmer.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0026,composition,双层环图,docs/assets/reproduction-gallery/figure_083_issue072_nested_piedonut.png,58edbb74ec2672591d9d19c0849e11088672547a82f1a55cdeab37cbd81235bb,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_083_issue072_nested_piedonut.png | Project_015_BioFigure全量复现验证/results/figures/figure_083_issue072_nested_piedonut.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0027,networks,花瓣式层级网络,docs/assets/reproduction-gallery/figure_086_issue074_petal_network.png,9bbb07f6ed13e85aa32fe7d962dbb7c343c83cc8d364d63dc2fa1d7073c04025,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_086_issue074_petal_network.png | Project_015_BioFigure全量复现验证/results/figures/figure_086_issue074_petal_network.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0028,distributions,山脊与条码组合,docs/assets/reproduction-gallery/figure_088_issue077_ridgeline_barcode.png,136a48d73d40a8eeff8704912d80c49657c1c401d625c8774b7223ec54503136,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_088_issue077_ridgeline_barcode.png | Project_015_BioFigure全量复现验证/results/figures/figure_088_issue077_ridgeline_barcode.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0029,networks,地理流向地图,docs/assets/reproduction-gallery/figure_090_issue080_flow_map.png,2b2f1e653d6979ceaa84d4d2993149ebf303ee61b0888c52cf930b57946e3fb7,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/reproduction-gallery/figure_090_issue080_flow_map.png | Project_015_BioFigure全量复现验证/results/figures/figure_090_issue080_flow_map.png,biofigure/examples/reproduction-gallery/generate_064_080_gallery.R
BF-0030,embeddings,PCoA 与边际分布,docs/assets/scidraw-gallery/01_pcoa_marginal.png,d9d9cc66d0b2d2e7dc42637bf13aa06845de4b57576cb40e93dbe2cb3278630b,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/01_pcoa_marginal.png | Project_008_SciDraw六图复现/results/figures/01_pcoa_marginal.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0031,composition,细胞状态三元图,docs/assets/scidraw-gallery/02_ternary_cell_state.png,b38a107743a5618dd2602ceb23a898462fd1e19823d786a886032cda51d59e79,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/02_ternary_cell_state.png | Project_008_SciDraw六图复现/results/figures/02_ternary_cell_state.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0032,correlations,相关热图,docs/assets/scidraw-gallery/03_correlation_heatmap.png,71e70955140675e5b8a6bf4fe7b06c3c7e93718f5a45000d095de53cc5077007,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/03_correlation_heatmap.png | Project_008_SciDraw六图复现/results/figures/03_correlation_heatmap.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0033,clinical,患者泳道图,docs/assets/scidraw-gallery/04_patient_swimmer.png,7e7dfe69fc88038944be2947e9af3a4cab975ebd8871128e405fcddde911ce23,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/04_patient_swimmer.png | Project_008_SciDraw六图复现/results/figures/04_patient_swimmer.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0034,composition,弦图与外层注释轨道,docs/assets/scidraw-gallery/05_chord_outer_track.png,32749221bbeacad9378021e785e6b88d5e718bd2238f14e982b79eae520cf7c4,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/05_chord_outer_track.png | Project_008_SciDraw六图复现/results/figures/05_chord_outer_track.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0035,differential,火山图与 GSEA 组合,docs/assets/scidraw-gallery/06_volcano_gsea.png,2f7f7bfe799c65bb8c38a4207edbc48c1cf8803fdcd44d5e6579dc605a0e862e,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/06_volcano_gsea.png | Project_008_SciDraw六图复现/results/figures/06_volcano_gsea.png,biofigure/examples/scidraw-gallery/scripts/generate_six_scidraw.R
BF-0036,clinical,限制性立方样条,docs/assets/scidraw-gallery/scidraw_rcs.png,3667a0862c53429b18c9c3e82763c6a961c12c03a2bb13bc052ade16a881ea9e,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/scidraw_rcs.png | Project_007_SciDraw复现训练/results/figures/scidraw_rcs.png,biofigure/examples/scidraw-gallery/scripts/scidraw_rcs_reproduction.R
BF-0037,distributions,双向山脊分布,docs/assets/scidraw-gallery/scidraw_ridge_bipolar.png,6effff9f899ea91f2d79be6ed0ba580e30e3be4c6fd6bc1f15c8e948af76797a,simulated,True,gallery-file-verified; full-CP0-CP4-not-asserted,双向山脊的历史版本；当前修订版见 BF-0072。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery/scidraw_ridge_bipolar.png | Project_001_生物科研绘图Skill/work/benchmark-v2/ridge-run/results/figures/scidraw_ridge_bipolar.png | Project_007_SciDraw复现训练/results/figures/scidraw_ridge_bipolar.png,biofigure/examples/scidraw-gallery/scripts/scidraw_ridge_bipolar_reproduction.R
BF-0038,radar,多边形雷达图,docs/assets/scidraw-gallery-batch2/01_polygon_radar_fmsb.png,7bbe3a4fb96dad41575a5e1421374b5221267fc8c7ccc224b3bb959837f7ae71,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/01_polygon_radar_fmsb.png | Project_016_SciDraw第二批20图/results/figures/01_polygon_radar_fmsb.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0039,radar,分面雷达图,docs/assets/scidraw-gallery-batch2/02_faceted_radar_fmsb.png,286f0b40417892ff7cda9928c07b0f1e36ce262ec88df503e69181e1a3a2c31a,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/02_faceted_radar_fmsb.png | Project_016_SciDraw第二批20图/results/figures/02_faceted_radar_fmsb.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0040,radar,外圈标注雷达图,docs/assets/scidraw-gallery-batch2/03_circular_radar_outer_ggradar.png,04043134cef97995adfedef2104fb16fa11484682450a0fe6ef18251501cd0e4,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/03_circular_radar_outer_ggradar.png | Project_016_SciDraw第二批20图/results/figures/03_circular_radar_outer_ggradar.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0041,radar,双组环形雷达图,docs/assets/scidraw-gallery-batch2/04_circular_radar_lmm.png,50db8542e496369c94bc4361fb161e00f0f62708f8adad165587ef853af76269,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/04_circular_radar_lmm.png | Project_016_SciDraw第二批20图/results/figures/04_circular_radar_lmm.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0042,radar,差值环形雷达图,docs/assets/scidraw-gallery-batch2/05_circular_radar_difference.png,1cc50a64bc3e80978f5a4e270f0fc10afde2c2c7b95118c23d24b6f94cb72d69,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/05_circular_radar_difference.png | Project_016_SciDraw第二批20图/results/figures/05_circular_radar_difference.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0043,distributions,半小提琴、箱线与原始点,docs/assets/scidraw-gallery-batch2/06_half_violin_box_points.png,60885fe762dfe0cd435ad63d14bb6601c3e3aa11065de9934e590b2153ed3842,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/06_half_violin_box_points.png | Project_016_SciDraw第二批20图/results/figures/06_half_violin_box_points.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0044,distributions,小提琴、箱线与蜂群点,docs/assets/scidraw-gallery-batch2/07_violin_box_beeswarm.png,c2a5d620049c930ff59f4a049bcfb1bd3fe30191de25880dc5f6e0913b86376e,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/07_violin_box_beeswarm.png | Project_016_SciDraw第二批20图/results/figures/07_violin_box_beeswarm.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0045,distributions,分位数云雨图,docs/assets/scidraw-gallery-batch2/08_quantile_raincloud_gghalves.png,1e4c346affd6de2b75594014f6dfc812b86ac4ec6e1c3d00d764906a77037504,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/08_quantile_raincloud_gghalves.png | Project_016_SciDraw第二批20图/results/figures/08_quantile_raincloud_gghalves.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0046,distributions,分组云雨图,docs/assets/scidraw-gallery-batch2/09_grouped_raincloud_gghalves.png,fab8a0d718366d31d9802d000b813e87d1bdcb45bf51fb146fb635acc9cb4529,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/09_grouped_raincloud_gghalves.png | Project_016_SciDraw第二批20图/results/figures/09_grouped_raincloud_gghalves.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0047,distributions,雨滴分布图,docs/assets/scidraw-gallery-batch2/10_raindrop_ggdist.png,8d59036e418bd5275e1bb48791755d48d93052b21c412cbff9bac4ba6366635c,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/10_raindrop_ggdist.png | Project_016_SciDraw第二批20图/results/figures/10_raindrop_ggdist.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0048,correlations,拟合、边际分布与残差箱线,docs/assets/scidraw-gallery-batch2/11_fit_marginal_residual_box.png,fcf6246fb938d7bcd90d43c8d461edc0873415a0405055f675eb74d541cb92a7,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/11_fit_marginal_residual_box.png | Project_016_SciDraw第二批20图/results/figures/11_fit_marginal_residual_box.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0049,correlations,相关矩阵与侧边注释,docs/assets/scidraw-gallery-batch2/12_corrplot_with_sidebars.png,e561e3c6baaf32800d60640d888c1c32ccf30b2e16f5f16044d9a49400575250,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/12_corrplot_with_sidebars.png | Project_016_SciDraw第二批20图/results/figures/12_corrplot_with_sidebars.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0050,correlations,聚类上三角相关矩阵,docs/assets/scidraw-gallery-batch2/13_clustered_upper_triangle.png,0dd6da35eee254e1e67d295d865a8f433c18e9096e62178e4c20161b5d6827a8,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/13_clustered_upper_triangle.png | Project_016_SciDraw第二批20图/results/figures/13_clustered_upper_triangle.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0051,heatmaps,细胞状态注释热图,docs/assets/scidraw-gallery-batch2/14_annotated_pheatmap.png,edb82b74aa15c54b99cc8140b024dd8bbad54347049ae0fa0478eedf8d18c989,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/14_annotated_pheatmap.png | Project_016_SciDraw第二批20图/results/figures/14_annotated_pheatmap.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0052,correlations,分面相关气泡矩阵,docs/assets/scidraw-gallery-batch2/15_faceted_correlation_bubbles.png,80177fbbe0bd05a879c498d7f6398c8720fcb1584873ef5c289fc42ae0d6e3f7,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/15_faceted_correlation_bubbles.png | Project_016_SciDraw第二批20图/results/figures/15_faceted_correlation_bubbles.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0053,correlations,分组相关气泡矩阵,docs/assets/scidraw-gallery-batch2/16_grouped_correlation_bubbles.png,9ba082ff76f8f911d9218bdadaaf42781d6853a6a7cbfac53f62ffdfaf716d51,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/16_grouped_correlation_bubbles.png | Project_016_SciDraw第二批20图/results/figures/16_grouped_correlation_bubbles.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0054,correlations,成对回归矩阵,docs/assets/scidraw-gallery-batch2/17_ggally_regression_matrix.png,f74fa0fd41d7d55f72eb979d84e899c55e53b10a299fa6de2479dc0bb71def26,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/17_ggally_regression_matrix.png | Project_016_SciDraw第二批20图/results/figures/17_ggally_regression_matrix.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0055,networks,相关网络与矩阵组合,docs/assets/scidraw-gallery-batch2/18_linket_correlation_network.png,f5c7b4709b9772552dac281fdb3553091f1c770bab6e29c339302ef04274fcac,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/18_linket_correlation_network.png | Project_016_SciDraw第二批20图/results/figures/18_linket_correlation_network.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
BF-0056,correlations,密度相关矩阵：彩色版,docs/assets/scidraw-gallery-batch2/19_density_matrix_rainbow.png,e5fea8b3308fb7eed3dc286eb4bb8f8c5bd7112576fc8f63a6058cce7a719918,simulated,False,gallery-file-verified; full-CP0-CP4-not-asserted,模拟数据／方法展示；非原论文数据复现。,Project_001_生物科研绘图Skill/docs/assets/scidraw-gallery-batch2/19_density_matrix_rainbow.png | Project_016_SciDraw第二批20图/results/figures/19_density_matrix_rainbow.png,biofigure/examples/scidraw-gallery/scripts/generate_batch20.R
